"location","pollster","partisan","polldate","samplesize","margin_poll","electiondate","cand1_actual","cand2_actual","margin_actual","error","rightcall","candidate","percent","type"
"NY","Gravis Marketing","",2016-04-06,857,32,2016-04-19,59.55,24.82,34.73,2.73,1,"cruz",NA,"rep"
"PA","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-06,802,28,2016-04-26,56.72,21.65,35.07,7.07,1,"cruz",20,"rep"
"MD","Marist College","",2016-04-07,368,17,2016-04-26,54.1,23.22,30.88,13.88,1,"cruz",NA,"rep"
"NY","Emerson College","",2016-04-07,321,39,2016-04-19,59.55,24.82,34.73,4.27,1,"cruz",NA,"rep"
"NY","Liberty Opinion Research","",2016-04-07,6041,29,2016-04-19,59.55,24.82,34.73,5.73,1,"cruz",NA,"rep"
"NY","Baruch College","",2016-04-08,324,43,2016-04-19,59.55,24.82,34.73,8.27,1,"cruz",NA,"rep"
"NY","Marist College","",2016-04-08,259,33,2016-04-19,59.55,24.82,34.73,1.73,1,"cruz",NA,"rep"
"MD","TargetPoint","",2016-04-09,600,8,2016-04-26,54.1,23.22,30.88,22.88,1,"cruz",NA,"rep"
"NY","Public Policy Polling","",2016-04-09,483,26,2016-04-19,59.55,24.82,34.73,8.73,1,"cruz",NA,"rep"
"NY","Quinnipiac University","",2016-04-09,550,35,2016-04-19,59.55,24.82,34.73,0.27,1,"cruz",NA,"rep"
"NY","Siena College","",2016-04-09,469,23,2016-04-19,59.55,24.82,34.73,11.73,1,"cruz",NA,"rep"
"PA","Muhlenberg College","",2016-04-10,422,18,2016-04-26,56.72,21.65,35.07,17.07,1,"cruz",23,"rep"
"CT","Emerson College","",2016-04-11,354,24,2016-04-26,57.87,28.36,29.51,5.51,1,"cruz",NA,"rep"
"MD","Monmouth University","",2016-04-11,301,20,2016-04-26,54.1,23.22,30.88,10.88,1,"cruz",NA,"rep"
"PA","Monmouth University","",2016-04-11,303,16,2016-04-26,56.72,21.65,35.07,19.07,1,"cruz",28,"rep"
"NY","Marist College","",2016-04-12,313,29,2016-04-19,59.55,24.82,34.73,5.73,1,"cruz",NA,"rep"
"NY","Gravis Marketing","",2016-04-13,481,35,2016-04-19,59.55,24.82,34.73,0.27,1,"cruz",NA,"rep"
"NY","Optimus","",2016-04-13,14201,25,2016-04-19,59.55,24.82,34.73,9.73,1,"cruz",NA,"rep"
"NY","YouGov","",2016-04-14,705,35,2016-04-19,59.55,24.82,34.73,0.27,1,"cruz",NA,"rep"
"PA","YouGov","",2016-04-14,833,20,2016-04-26,56.72,21.65,35.07,15.07,1,"cruz",26,"rep"
"CT","Quinnipiac University","",2016-04-15,823,20,2016-04-26,57.87,28.36,29.51,9.51,1,"cruz",NA,"rep"
"PA","Franklin & Marshall College","",2016-04-15,364,14,2016-04-26,56.72,21.65,35.07,21.07,1,"cruz",26,"rep"
"MD","Public Policy Polling","",2016-04-16,310,14,2016-04-26,54.1,23.22,30.88,16.88,1,"cruz",NA,"rep"
"NY","Emerson College","",2016-04-16,361,34,2016-04-19,59.55,24.82,34.73,0.73,1,"cruz",NA,"rep"
"DE","Gravis Marketing","",2016-04-18,1038,37,2016-04-26,60.77,20.35,40.42,3.42,1,"cruz",NA,"rep"
"PA","Marist College","",2016-04-19,571,18,2016-04-26,56.72,21.65,35.07,17.07,1,"cruz",27,"rep"
"IN","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-04-20,602,8,2016-05-03,53.26,36.64,16.62,8.62,1,"cruz",33,"rep"
"IN","Indiana University-Purdue University Fort Wayne","",2016-04-20,400,-15.8,2016-05-03,53.26,36.64,16.62,32.42,0,"cruz",44.8,"rep"
"IN","Public Opinion Strategies","",2016-04-20,507,6,2016-05-03,53.26,36.64,16.62,10.62,1,"cruz",31,"rep"
"RI","Brown University","",2016-04-20,164,12.2,2016-04-26,63.66,24.29,39.37,27.17,1,"cruz",NA,"rep"
"IN","YouGov","",2016-04-21,439,5,2016-05-03,53.26,36.64,16.62,11.62,1,"cruz",35,"rep"
"MD","Gravis Marketing","",2016-04-21,759,29,2016-04-26,54.1,23.22,30.88,1.88,1,"cruz",NA,"rep"
"PA","YouGov","",2016-04-21,934,23,2016-04-26,56.72,21.65,35.07,12.07,1,"cruz",26,"rep"
"CT","Public Policy Polling","",2016-04-23,512,34,2016-04-26,57.87,28.36,29.51,4.49,1,"cruz",NA,"rep"
"MD","American Research Group","",2016-04-23,400,34,2016-04-26,54.1,23.22,30.88,3.12,1,"cruz",NA,"rep"
"PA","American Research Group","",2016-04-23,400,27,2016-04-26,56.72,21.65,35.07,8.07,1,"cruz",23,"rep"
"PA","Public Policy Polling","",2016-04-23,826,26,2016-04-26,56.72,21.65,35.07,9.07,1,"cruz",25,"rep"
"RI","Public Policy Polling","",2016-04-23,511,38,2016-04-26,63.66,24.29,39.37,1.37,1,"cruz",NA,"rep"
"CT","Gravis Marketing","",2016-04-24,964,27,2016-04-26,57.87,28.36,29.51,2.51,1,"cruz",NA,"rep"
"PA","Opinion Savvy/InsiderAdvantage","",2016-04-24,1050,19.7,2016-04-26,56.72,21.65,35.07,15.37,1,"cruz",28.2,"rep"
"RI","Gravis Marketing","",2016-04-24,566,37,2016-04-26,63.66,24.29,39.37,2.37,1,"cruz",NA,"rep"
"IN","Clout Research/Wenzel Strategies","",2016-04-27,423,1.9,2016-05-03,53.26,36.64,16.62,14.72,1,"cruz",35.2,"rep"
"IN","Marist College","",2016-04-27,645,15,2016-05-03,53.26,36.64,16.62,1.62,1,"cruz",34,"rep"
"IN","American Research Group","",2016-04-28,400,9,2016-05-03,53.26,36.64,16.62,7.62,1,"cruz",32,"rep"
"IN","Gravis Marketing","",2016-04-29,379,17,2016-05-03,53.26,36.64,16.62,0.38,1,"cruz",27,"rep"
"IA","Gravis Marketing","",2016-01-12,422,-6,2016-02-01,27.64,24.3,3.34,9.34,0,"rubio",NA,"rep"
"IA","Iowa State University","",2016-01-14,283,6.9,2016-02-01,27.64,24.3,3.34,3.56,1,"rubio",NA,"rep"
"IA","Loras College","",2016-01-16,500,-1,2016-02-01,27.64,24.3,3.34,4.34,0,"rubio",NA,"rep"
"IA","CNN/Opinion Research Corp.","",2016-01-18,266,-11,2016-02-01,27.64,24.3,3.34,14.34,0,"rubio",NA,"rep"
"IA","Douglas Fulmer & Associates","",2016-01-19,687,2,2016-02-01,27.64,24.3,3.34,1.34,1,"rubio",NA,"rep"
"IA","Emerson College","",2016-01-19,271,-10,2016-02-01,27.64,24.3,3.34,13.34,0,"rubio",NA,"rep"
"IA","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-01-20,378,-11,2016-02-01,27.64,24.3,3.34,14.34,0,"rubio",NA,"rep"
"IA","YouGov","",2016-01-20,492,-5,2016-02-01,27.64,24.3,3.34,8.34,0,"rubio",NA,"rep"
"IA","Quinnipiac University","",2016-01-21,651,-2,2016-02-01,27.64,24.3,3.34,5.34,0,"rubio",NA,"rep"
"IA","American Research Group","",2016-01-23,400,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"rubio",NA,"rep"
"IA","Marist College","",2016-01-25,450,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"rubio",NA,"rep"
"IA","Monmouth University","",2016-01-25,500,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"rubio",NA,"rep"
"IA","Gravis Marketing","",2016-01-27,724,-4,2016-02-01,27.64,24.3,3.34,7.34,0,"rubio",NA,"rep"
"IA","Public Policy Polling","",2016-01-27,780,-8,2016-02-01,27.64,24.3,3.34,11.34,0,"rubio",NA,"rep"
"IA","Quinnipiac University","",2016-01-28,890,-7,2016-02-01,27.64,24.3,3.34,10.34,0,"rubio",NA,"rep"
"IA","Selzer & Company","",2016-01-28,602,-5,2016-02-01,27.64,24.3,3.34,8.34,0,"rubio",NA,"rep"
"IA","Overtime Politics","",2016-01-29,416,-9,2016-02-01,27.64,24.3,3.34,12.34,0,"rubio",NA,"rep"
"IA","Emerson College","",2016-01-30,298,-1,2016-02-01,27.64,24.3,3.34,4.34,0,"rubio",NA,"rep"
"IA","Opinion Savvy/InsiderAdvantage","",2016-01-30,887,-0.7,2016-02-01,27.64,24.3,3.34,4.04,0,"rubio",NA,"rep"
"NH","Harper Polling","",2016-02-02,425,19,2016-02-09,35.23,15.71,19.52,0.52,1,"rubio",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-02,487,29,2016-02-09,35.23,15.71,19.52,9.48,1,"rubio",NA,"rep"
"NH","Gravis Marketing","",2016-02-03,871,16,2016-02-09,35.23,15.71,19.52,3.52,1,"rubio",NA,"rep"
"NH","Marist College","",2016-02-03,653,20,2016-02-09,35.23,15.71,19.52,0.48,1,"rubio",NA,"rep"
"NH","MassINC Polling Group","",2016-02-03,410,20,2016-02-09,35.23,15.71,19.52,0.48,1,"rubio",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-03,500,26,2016-02-09,35.23,15.71,19.52,6.48,1,"rubio",NA,"rep"
"NH","University of New Hampshire","",2016-02-03,287,15,2016-02-09,35.23,15.71,19.52,4.52,1,"rubio",NA,"rep"
"NH","American Research Group","",2016-02-04,420,22,2016-02-09,35.23,15.71,19.52,2.48,1,"rubio",NA,"rep"
"NH","Franklin Pierce University","",2016-02-04,433,20,2016-02-09,35.23,15.71,19.52,0.48,1,"rubio",NA,"rep"
"NH","Suffolk University","",2016-02-04,500,15.8,2016-02-09,35.23,15.71,19.52,3.72,1,"rubio",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-04,501,25,2016-02-09,35.23,15.71,19.52,5.48,1,"rubio",NA,"rep"
"NH","Monmouth University","",2016-02-05,508,16,2016-02-09,35.23,15.71,19.52,3.52,1,"rubio",NA,"rep"
"NH","University of New Hampshire","",2016-02-05,362,22,2016-02-09,35.23,15.71,19.52,2.48,1,"rubio",NA,"rep"
"NH","American Research Group","",2016-02-06,422,14,2016-02-09,35.23,15.71,19.52,5.52,1,"rubio",NA,"rep"
"NH","Emerson College","",2016-02-06,686,18,2016-02-09,35.23,15.71,19.52,1.52,1,"rubio",NA,"rep"
"NH","University of Massachusetts Lowell","",2016-02-06,464,24,2016-02-09,35.23,15.71,19.52,4.48,1,"rubio",NA,"rep"
"NH","University of New Hampshire","",2016-02-06,362,21,2016-02-09,35.23,15.71,19.52,1.48,1,"rubio",NA,"rep"
"NH","Gravis Marketing","",2016-02-07,705,11,2016-02-09,35.23,15.71,19.52,8.52,1,"rubio",NA,"rep"
"NH","Overtime Politics","",2016-02-07,401,15,2016-02-09,35.23,15.71,19.52,4.52,1,"rubio",NA,"rep"
"NH","American Research Group","",2016-02-08,418,16,2016-02-09,35.23,15.71,19.52,3.52,1,"rubio",NA,"rep"
"AL","Master Image","",2016-02-10,1840,23,2016-03-01,43.42,21.09,22.33,0.67,1,"rubio",NA,"rep"
"MA","Overtime Politics","",2016-02-10,403,34,2016-03-01,49.1,17.99,31.11,2.89,1,"rubio",NA,"rep"
"VT","Castleton University","",2016-02-10,115,19.1,2016-03-01,32.52,30.17,2.35,16.75,1,"rubio",NA,"rep"
"SC","Opinion Savvy/InsiderAdvantage","",2016-02-11,779,21,2016-02-20,32.39,22.4,9.99,11.01,1,"rubio",15,"rep"
"SC","YouGov","",2016-02-11,744,27,2016-02-20,32.39,22.4,9.99,17.01,1,"rubio",15,"rep"
"SC","Gravis Marketing","",2016-02-12,1281,18,2016-02-20,32.39,22.4,9.99,8.01,1,"rubio",19,"rep"
"SC","Trafalgar Group","",2016-02-12,1200,22,2016-02-20,32.39,22.4,9.99,12.01,1,"rubio",12.5,"rep"
"NV","CNN/Opinion Research Corp.","",2016-02-13,245,26,2016-02-23,45.91,23.85,22.06,3.94,1,"rubio",19,"rep"
"SC","American Research Group","",2016-02-13,400,21,2016-02-20,32.39,22.4,9.99,11.01,1,"rubio",14,"rep"
"SC","CNN/Opinion Research Corp.","",2016-02-13,404,24,2016-02-20,32.39,22.4,9.99,14.01,1,"rubio",14,"rep"
"VA","Overtime Politics","",2016-02-13,425,14,2016-03-01,34.8,31.98,2.82,11.18,1,"rubio",19,"rep"
"SC","Trafalgar Group","",2016-02-14,1300,18.63,2016-02-20,32.39,22.4,9.99,8.64,1,"rubio",14.02,"rep"
"NV","Gravis Marketing","",2016-02-15,687,20,2016-02-23,45.91,23.85,22.06,2.06,1,"rubio",19,"rep"
"SC","American Research Group","",2016-02-15,400,17,2016-02-20,32.39,22.4,9.99,7.01,1,"rubio",16,"rep"
"SC","Monmouth University","",2016-02-15,400,18,2016-02-20,32.39,22.4,9.99,8.01,1,"rubio",17,"rep"
"SC","Public Policy Polling","",2016-02-15,897,17,2016-02-20,32.39,22.4,9.99,7.01,1,"rubio",18,"rep"
"SC","Trafalgar Group","",2016-02-15,1700,18.74,2016-02-20,32.39,22.4,9.99,8.75,1,"rubio",14.83,"rep"
"SC","Emerson College","",2016-02-16,375,14,2016-02-20,32.39,22.4,9.99,4.01,1,"rubio",19,"rep"
"SC","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-02-16,759,17,2016-02-20,32.39,22.4,9.99,7.01,1,"rubio",15,"rep"
"SC","Marist College","",2016-02-16,722,13,2016-02-20,32.39,22.4,9.99,3.01,1,"rubio",15,"rep"
"SC","Trafalgar Group","",2016-02-16,2400,18.92,2016-02-20,32.39,22.4,9.99,8.93,1,"rubio",15.82,"rep"
"TX","YouGov","",2016-02-16,407,8,2016-03-01,43.76,26.75,17.01,9.01,1,"rubio",NA,"rep"
"SC","Emerson College","",2016-02-17,418,17,2016-02-20,32.39,22.4,9.99,7.01,1,"rubio",19,"rep"
"SC","Harper Polling","",2016-02-17,599,14,2016-02-20,32.39,22.4,9.99,4.01,1,"rubio",15,"rep"
"SC","Trafalgar Group","",2016-02-17,5800,18.53,2016-02-20,32.39,22.4,9.99,8.54,1,"rubio",15.59,"rep"
"TX","University of Houston","",2016-02-17,415,15,2016-03-01,43.76,26.75,17.01,2.01,1,"rubio",NA,"rep"
"SC","American Research Group","",2016-02-18,401,12,2016-02-20,32.39,22.4,9.99,2.01,1,"rubio",22,"rep"
"SC","Overtime Politics","",2016-02-18,425,6,2016-02-20,32.39,22.4,9.99,3.99,1,"rubio",25,"rep"
"MA","Emerson College","",2016-02-20,289,37,2016-03-01,49.1,17.99,31.11,5.89,1,"rubio",NA,"rep"
"MI","American Research Group","",2016-02-20,400,23,2016-03-08,36.47,24.85,11.62,11.38,1,"rubio",NA,"rep"
"VA","Roanoke College","",2016-02-20,466,25,2016-03-01,34.8,31.98,2.82,22.18,1,"rubio",13,"rep"
"GA","Landmark Communications","",2016-02-21,500,9,2016-03-01,38.81,24.45,14.36,5.36,1,"rubio",22.7,"rep"
"GA","Marist College","",2016-02-21,543,7,2016-03-01,38.81,24.45,14.36,7.36,1,"rubio",23,"rep"
"TX","Marist College","",2016-02-21,537,13,2016-03-01,43.76,26.75,17.01,4.01,1,"rubio",NA,"rep"
"AK","Overtime Politics","",2016-02-22,318,-14,2016-03-01,36.38,33.64,2.74,16.74,0,"rubio",NA,"rep"
"MA","MassINC Polling Group","",2016-02-22,386,21,2016-03-01,49.1,17.99,31.11,10.11,1,"rubio",NA,"rep"
"MA","YouGov","",2016-02-22,292,36,2016-03-01,49.1,17.99,31.11,4.89,1,"rubio",NA,"rep"
"TX","Dixie Strategies","",2016-02-22,725,8.41,2016-03-01,43.76,26.75,17.01,8.6,1,"rubio",NA,"rep"
"TX","Emerson College","",2016-02-22,446,1,2016-03-01,43.76,26.75,17.01,16.01,1,"rubio",NA,"rep"
"TX","SurveyUSA","",2016-02-22,645,0,2016-03-01,43.76,26.75,17.01,17.01,0.5,"rubio",NA,"rep"
"FL","Quinnipiac University","",2016-02-23,705,16,2016-03-15,45.72,27.04,18.68,2.68,1,"rubio",28,"rep"
"GA","Opinion Savvy/InsiderAdvantage","",2016-02-23,745,12,2016-03-01,38.81,24.45,14.36,2.36,1,"rubio",22,"rep"
"GA","ResearchNow","",2016-02-23,400,23,2016-03-01,38.81,24.45,14.36,8.64,1,"rubio",18.25,"rep"
"GA","SurveyUSA","",2016-02-23,684,26,2016-03-01,38.81,24.45,14.36,11.64,1,"rubio",19,"rep"
"KS","Fort Hays State University","",2016-02-23,212,-12,2016-03-05,47.5,23.35,24.15,36.15,0,"rubio",NA,"rep"
"MI","Mitchell Research & Communications","",2016-02-23,459,25,2016-03-08,36.47,24.85,11.62,13.38,1,"rubio",NA,"rep"
"MI","Target Insyght","",2016-02-23,400,27,2016-03-08,36.47,24.85,11.62,15.38,1,"rubio",NA,"rep"
"OK","Cole Hargrave Snodgrass & Associates","",2016-02-23,400,-9,2016-03-01,34.37,28.32,6.05,15.05,0,"rubio",NA,"rep"
"TX","Monmouth University","",2016-02-23,456,15,2016-03-01,43.76,26.75,17.01,2.01,1,"rubio",NA,"rep"
"VA","Monmouth University","",2016-02-23,421,14,2016-03-01,34.8,31.98,2.82,11.18,1,"rubio",27,"rep"
"AL","Master Image","",2016-02-24,1556,24,2016-03-01,43.42,21.09,22.33,1.67,1,"rubio",NA,"rep"
"FL","Gravis Marketing","",2016-02-24,751,20,2016-03-15,45.72,27.04,18.68,1.32,1,"rubio",25,"rep"
"FL","Tel Opinion Research","",2016-02-24,600,7,2016-03-15,45.72,27.04,18.68,11.68,1,"rubio",27,"rep"
"GA","YouGov","",2016-02-24,493,18,2016-03-01,38.81,24.45,14.36,3.64,1,"rubio",22,"rep"
"IL","We Ask America","",2016-02-24,1311,22.57,2016-03-15,38.8,30.23,8.57,14,1,"rubio",NA,"rep"
"KY","Western Kentucky University","",2016-02-24,532,20,2016-03-05,35.92,31.57,4.35,15.65,1,"rubio",NA,"rep"
"OK","SoonerPoll.com","",2016-02-24,540,-16,2016-03-01,34.37,28.32,6.05,22.05,0,"rubio",NA,"rep"
"TN","Marist College","",2016-02-24,665,18,2016-03-01,38.94,24.71,14.23,3.77,1,"rubio",NA,"rep"
"TX","Crosswind Media & Public Relations","",2016-02-24,620,12,2016-03-01,43.76,26.75,17.01,5.01,1,"rubio",NA,"rep"
"TX","YouGov","",2016-02-24,796,11,2016-03-01,43.76,26.75,17.01,6.01,1,"rubio",NA,"rep"
"VA","YouGov","",2016-02-24,481,13,2016-03-01,34.8,31.98,2.82,10.18,1,"rubio",27,"rep"
"FL","Public Policy Polling","",2016-02-25,464,20,2016-03-15,45.72,27.04,18.68,1.32,1,"rubio",25,"rep"
"MA","Suffolk University","",2016-02-25,500,26,2016-03-01,49.1,17.99,31.11,5.11,1,"rubio",NA,"rep"
"MI","Marketing Resource Group (MRG)","",2016-02-25,217,15,2016-03-08,36.47,24.85,11.62,3.38,1,"rubio",NA,"rep"
"AL","Opinion Savvy/InsiderAdvantage","",2016-02-26,460,19.6,2016-03-01,43.42,21.09,22.33,2.73,1,"rubio",NA,"rep"
"AL","SurveyMonkey","",2016-02-26,741,29,2016-03-01,43.42,21.09,22.33,6.67,1,"rubio",NA,"rep"
"AR","SurveyMonkey","",2016-02-26,542,7,2016-03-01,32.79,30.5,2.29,4.71,1,"rubio",NA,"rep"
"GA","SurveyMonkey","",2016-02-26,1171,19,2016-03-01,38.81,24.45,14.36,4.64,1,"rubio",20,"rep"
"OK","SurveyMonkey","",2016-02-26,636,-15,2016-03-01,34.37,28.32,6.05,21.05,0,"rubio",NA,"rep"
"TN","SurveyMonkey","",2016-02-26,772,33,2016-03-01,38.94,24.71,14.23,18.77,1,"rubio",NA,"rep"
"TX","SurveyMonkey","",2016-02-26,613,2,2016-03-01,43.76,26.75,17.01,15.01,1,"rubio",NA,"rep"
"VA","SurveyMonkey","",2016-02-26,848,10,2016-03-01,34.8,31.98,2.82,7.18,1,"rubio",26,"rep"
"AL","Monmouth University","",2016-02-27,450,26,2016-03-01,43.42,21.09,22.33,3.67,1,"rubio",NA,"rep"
"GA","Trafalgar Group","",2016-02-27,1350,15.06,2016-03-01,38.81,24.45,14.36,0.7,1,"rubio",23.54,"rep"
"MA","Emerson College","",2016-02-27,408,37.1,2016-03-01,49.1,17.99,31.11,5.99,1,"rubio",NA,"rep"
"OK","Monmouth University","",2016-02-27,403,-12,2016-03-01,34.37,28.32,6.05,18.05,0,"rubio",NA,"rep"
"TX","American Research Group","",2016-02-27,400,1,2016-03-01,43.76,26.75,17.01,16.01,1,"rubio",NA,"rep"
"TX","Emerson College","",2016-02-27,449,3.7,2016-03-01,43.76,26.75,17.01,13.31,1,"rubio",NA,"rep"
"GA","Landmark Communications","",2016-02-28,1400,18.9,2016-03-01,38.81,24.45,14.36,4.54,1,"rubio",20,"rep"
"GA","Opinion Savvy/InsiderAdvantage","",2016-02-28,710,10,2016-03-01,38.81,24.45,14.36,4.36,1,"rubio",23,"rep"
"MI","EPIC-MRA","",2016-02-28,400,10,2016-03-08,36.47,24.85,11.62,1.62,1,"rubio",NA,"rep"
"TX","Opinion Savvy/InsiderAdvantage","",2016-02-28,712,11,2016-03-01,43.76,26.75,17.01,6.01,1,"rubio",NA,"rep"
"MS","Magellan Strategies","",2016-02-29,995,24,2016-03-08,47.24,36.12,11.12,12.88,1,"rubio",NA,"rep"
"FL","Tarrance Group","R",2016-03-01,800,5,2016-03-15,45.72,27.04,18.68,13.68,1,"rubio",30,"rep"
"LA","Magellan Strategies","",2016-03-01,609,20,2016-03-05,41.45,37.83,3.62,16.38,1,"rubio",NA,"rep"
"MI","Mitchell Research & Communications","",2016-03-01,679,25,2016-03-08,36.47,24.85,11.62,13.38,1,"rubio",NA,"rep"
"LA","Trafalgar Group","",2016-03-02,1509,18,2016-03-05,41.45,37.83,3.62,14.38,1,"rubio",NA,"rep"
"LA","University of New Orleans","",2016-03-02,1874,12,2016-03-05,41.45,37.83,3.62,8.38,1,"rubio",NA,"rep"
"MI","Marist College","",2016-03-02,482,19,2016-03-08,36.47,24.85,11.62,7.38,1,"rubio",NA,"rep"
"MI","Mitchell Research & Communications","",2016-03-02,643,23,2016-03-08,36.47,24.85,11.62,11.38,1,"rubio",NA,"rep"
"KS","Trafalgar Group","",2016-03-03,1060,-5.87,2016-03-05,47.5,23.35,24.15,30.02,0,"rubio",NA,"rep"
"LA","Gravis Marketing","",2016-03-03,1356,17,2016-03-05,41.45,37.83,3.62,13.38,1,"rubio",NA,"rep"
"MI","Trafalgar Group","",2016-03-03,1643,21.42,2016-03-08,36.47,24.85,11.62,9.8,1,"rubio",NA,"rep"
"MI","YouGov","",2016-03-03,637,15,2016-03-08,36.47,24.85,11.62,3.38,1,"rubio",NA,"rep"
"FL","CNN/Opinion Research Corp.","",2016-03-04,313,16,2016-03-15,45.72,27.04,18.68,2.68,1,"rubio",24,"rep"
"FL","Tarrance Group","",2016-03-04,450,7,2016-03-15,45.72,27.04,18.68,11.68,1,"rubio",31,"rep"
"IL","Research America Inc.","",2016-03-04,600,10,2016-03-15,38.8,30.23,8.57,1.43,1,"rubio",NA,"rep"
"OH","CNN/Opinion Research Corp.","",2016-03-04,359,-6,2016-03-15,46.95,35.87,11.08,17.08,0,"rubio",NA,"rep"
"FL","Monmouth University","",2016-03-05,403,8,2016-03-15,45.72,27.04,18.68,10.68,1,"rubio",30,"rep"
"FL","Quinnipiac University","",2016-03-05,657,23,2016-03-15,45.72,27.04,18.68,4.32,1,"rubio",22,"rep"
"FL","SurveyUSA","",2016-03-05,937,20,2016-03-15,45.72,27.04,18.68,1.32,1,"rubio",22,"rep"
"FL","University of North Florida","",2016-03-05,752,12,2016-03-15,45.72,27.04,18.68,6.68,1,"rubio",24,"rep"
"MI","American Research Group","",2016-03-05,400,16,2016-03-08,36.47,24.85,11.62,4.38,0,"rubio",NA,"rep"
"MI","Monmouth University","",2016-03-05,402,13,2016-03-08,36.47,24.85,11.62,1.38,1,"rubio",NA,"rep"
"NC","National Research, Inc.","",2016-03-05,500,6,2016-03-15,40.23,36.76,3.47,2.53,1,"rubio",NA,"rep"
"OH","Public Policy Polling","",2016-03-05,638,-3,2016-03-15,46.95,35.87,11.08,14.08,0,"rubio",NA,"rep"
"OH","Quinnipiac University","",2016-03-05,685,-6,2016-03-15,46.95,35.87,11.08,17.08,0,"rubio",NA,"rep"
"MI","Mitchell Research & Communications","",2016-03-06,663,23,2016-03-08,36.47,24.85,11.62,11.38,1,"rubio",NA,"rep"
"MI","Trafalgar Group","",2016-03-06,1610,17.63,2016-03-08,36.47,24.85,11.62,6.01,1,"rubio",NA,"rep"
"NC","SurveyUSA","",2016-03-06,688,14,2016-03-15,40.23,36.76,3.47,10.53,1,"rubio",NA,"rep"
"FL","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-07,813,23,2016-03-15,45.72,27.04,18.68,4.32,1,"rubio",20,"rep"
"FL","Marist College","",2016-03-07,511,21,2016-03-15,45.72,27.04,18.68,2.32,1,"rubio",22,"rep"
"FL","Tel Opinion Research","",2016-03-07,631,6,2016-03-15,45.72,27.04,18.68,12.68,1,"rubio",27,"rep"
"IL","Marist College","",2016-03-07,421,9,2016-03-15,38.8,30.23,8.57,0.43,1,"rubio",NA,"rep"
"IL","We Ask America","",2016-03-07,1009,12.74,2016-03-15,38.8,30.23,8.57,4.17,1,"rubio",NA,"rep"
"MI","Mitchell Research & Communications","",2016-03-07,472,23,2016-03-08,36.47,24.85,11.62,11.38,1,"rubio",NA,"rep"
"MO","Fort Hays State University","",2016-03-07,208,7,2016-03-15,40.84,40.63,0.21,6.79,1,"rubio",NA,"rep"
"OH","Fox News/Anderson Robbins Research/Shaw & Company Research","",2016-03-07,806,5,2016-03-15,46.95,35.87,11.08,6.08,1,"rubio",NA,"rep"
"OH","Marist College","",2016-03-07,564,6,2016-03-15,46.95,35.87,11.08,5.08,1,"rubio",NA,"rep"
"AZ","MBQF","",2016-03-08,751,14,2016-03-22,45.95,27.61,18.34,4.34,1,"rubio",NA,"rep"
"FL","Mason-Dixon Polling & Research, Inc.","",2016-03-08,700,6,2016-03-15,45.72,27.04,18.68,12.68,1,"rubio",30,"rep"
"FL","Public Policy Polling","",2016-03-08,904,10,2016-03-15,45.72,27.04,18.68,8.68,1,"rubio",32,"rep"
"FL","Suffolk University","",2016-03-08,500,9,2016-03-15,45.72,27.04,18.68,9.68,1,"rubio",27,"rep"
"AZ","Merrill Poll","",2016-03-09,300,12,2016-03-22,45.95,27.61,18.34,6.34,1,"rubio",NA,"rep"
"FL","Opinion Savvy/InsiderAdvantage","",2016-03-09,590,19,2016-03-15,45.72,27.04,18.68,0.32,1,"rubio",24,"rep"
"FL","Trafalgar Group","",2016-03-09,1280,19,2016-03-15,45.72,27.04,18.68,0.32,1,"rubio",23,"rep"
"FL","Florida Atlantic University","",2016-03-10,852,23,2016-03-15,45.72,27.04,18.68,4.32,1,"rubio",21,"rep"
"FL","YouGov","",2016-03-10,873,23,2016-03-15,45.72,27.04,18.68,4.32,1,"rubio",21,"rep"
"IL","YouGov","",2016-03-10,770,4,2016-03-15,38.8,30.23,8.57,4.57,1,"rubio",NA,"rep"
"NC","SurveyUSA","",2016-03-10,734,20,2016-03-15,40.23,36.76,3.47,16.53,1,"rubio",NA,"rep"
"OH","YouGov","",2016-03-10,798,0,2016-03-15,46.95,35.87,11.08,11.08,0.5,"rubio",NA,"rep"
"FL","Quinnipiac University","",2016-03-11,615,24,2016-03-15,45.72,27.04,18.68,5.32,1,"rubio",22,"rep"
"OH","Quinnipiac University","",2016-03-11,721,0,2016-03-15,46.95,35.87,11.08,11.08,0.5,"rubio",NA,"rep"
"FL","American Research Group","",2016-03-12,400,25,2016-03-15,45.72,27.04,18.68,6.32,1,"rubio",24,"rep"
"FL","Monmouth University","",2016-03-12,405,17,2016-03-15,45.72,27.04,18.68,1.68,1,"rubio",27,"rep"
"NC","Public Policy Polling","",2016-03-12,749,11,2016-03-15,40.23,36.76,3.47,7.53,1,"rubio",NA,"rep"
